userId,Reputation,Views,UpVotes,DownVotes,postId,Score,usereId,ViewCount,CommentCount
385,101,0,0,0,385,4,190,0,1
386,891,185,55,0,386,10,223,0,5
389,101,0,7,0,389,12,199,0,0
390,101,0,0,0,390,4,74,0,3
392,101,2,1,0,392,5,251,0,0
393,101,1,0,0,393,26,223,0,2
394,33,5,0,0,394,0,210,0,0
395,101,0,7,0,395,4,210,174,1
396,101,2,0,0,396,31,0,2694,0
397,101,7,2,0,397,5,8,0,0
398,101,4,1,0,398,14,5,0,1
399,101,0,0,0,399,22,190,0,3
400,213,14,0,0,400,10,210,0,3
401,6906,1070,394,6,401,2,256,0,0
402,61,2,0,0,402,3,226,0,2
406,101,2,0,0,406,11,256,0,0
407,101,2,0,0,407,1,256,0,0
408,101,1,0,0,408,8,56,0,0
410,123,5,21,0,410,2,56,0,2
411,101,1,2,0,411,31,89,3293,8
412,101,1,8,0,412,4,8,0,0
413,101,0,26,0,413,5,223,0,0
414,106,4,1,0,414,20,89,5291,0
417,101,1,1,0,417,6,251,0,0
419,379,25,7,0,419,4,215,0,0
420,101,4,244,0,420,8,89,0,1
422,111,1,7,0,422,0,247,0,1
424,101,1,0,0,424,109,88,0,3
427,38,10,17,0,427,14,215,0,0
428,126,1,0,0,428,3,210,0,2
431,71,28,1,0,431,7,215,0,0
432,101,1,0,0,432,96,8,0,1
434,111,7,54,0,434,24,215,0,4
435,101,1,0,0,435,84,88,0,1
436,101,0,0,0,436,14,215,0,0
438,2133,272,28,1,438,10,215,0,1
439,2031,268,152,1,439,8,30,0,1
440,101,0,0,0,440,13,36,0,0
441,101,0,0,0,441,5,36,0,0
442,6431,973,857,21,442,7,36,0,0
443,11,1,0,0,443,7,215,0,0
445,152,10,32,0,445,2,215,0,2
446,118,8,12,0,446,7,215,0,0
447,1422,173,20,0,447,5,215,0,0
449,12813,1089,1607,57,449,1,215,0,0
452,111,1,3,0,452,9,215,9951,4
453,131,1,0,0,453,8,74,0,0
455,378,24,26,0,455,27,13,0,1
456,101,1,0,0,456,6,39,0,0
457,101,0,0,0,457,4,0,0,3
458,101,0,0,0,458,2,226,0,0
460,148,5,4,0,460,6,61,0,2
461,101,2,13,0,461,2,71,0,3
462,101,0,0,0,462,8,88,0,0
463,141,11,11,0,463,5,90,0,0
465,101,1,0,0,465,2,90,0,0
467,101,3,3,0,467,5,115,0,0
468,141,1,2,0,468,4,251,0,0
469,101,0,1,0,469,4,251,0,0
472,101,0,0,0,472,6,61,0,0
474,22,12,0,0,474,5,260,0,0
475,101,1,0,0,475,3,253,0,0
476,208,7,0,1,476,7,251,0,0
478,300,29,13,0,478,12,251,0,4
480,113,4,0,0,480,14,223,1711,0
481,31,4,0,0,481,7,199,885,0
482,61,9,0,0,482,5,190,0,0
483,101,1,0,0,483,14,88,0,2
485,2908,265,444,11,485,48,183,4470,3
486,101,0,46,0,486,17,266,23985,4
488,109,7,2,0,488,10,183,0,1
490,1,1,0,0,490,16,223,2262,2
491,46,3,0,0,491,2,268,0,0
492,1,6,0,0,492,10,210,534,3
493,909,96,87,4,493,3,268,0,0
494,11,9,0,0,494,6,88,0,2
495,2092,272,32,4,495,6,214,0,1
498,19,1,0,0,498,2,62,2137,11
500,104,2,0,0,500,2,190,0,1
501,300,20,9,0,501,3,88,0,7
503,108,8,1,0,503,2,256,0,1
504,101,3,1,0,504,4,5,0,0
506,223,29,14,0,506,13,215,0,1
509,139,90,24,2,509,2,0,0,0
510,101,1,0,0,510,35,266,0,0
511,1796,516,33,4,511,26,3807,0,0
512,101,1,0,0,512,8,33,0,2
513,16,5,0,0,513,2,260,0,0
516,157,11,3,0,516,3,251,0,0
517,101,0,0,0,517,13,68,1760,2
520,268,42,9,0,520,2,190,0,5
521,2133,205,65,0,521,7,190,0,0
522,101,1,0,0,522,12,39,0,1
523,326,32,10,0,523,4,74,0,2
524,101,1,0,0,524,8,0,284,0
526,1,1,0,0,526,7,88,466,0
527,125,6,61,0,527,6,114,2504,2
528,148,22,1,0,528,2,3807,0,1
529,118,40,61,0,529,1,0,0,4
530,599,77,2,0,530,8,159,0,0
531,19,7,0,0,531,4,159,0,0
539,279,31,14,0,539,34,174,9369,2
541,141,9,0,0,541,14,159,0,3
542,101,1,0,0,542,7,183,0,0
543,101,0,0,0,543,5,183,0,0
546,138,11,1,0,546,29,183,0,5
547,101,10,0,0,547,8,88,0,0
549,286,39,5,0,549,3,270,0,1
553,101,4,0,0,553,6,215,0,0
555,101,2,0,0,555,46,0,6287,3
556,113,22,33,0,556,-1,215,0,1
557,1273,142,58,0,557,33,215,0,4
558,101,1,0,0,558,11,39,339,0
559,485,44,9,0,559,5,88,0,0
560,104,6,0,0,560,9,5,0,2
561,2002,186,155,11,561,12,215,0,0
562,173,21,6,0,562,10,5,1005,1
563,101,0,0,0,563,8,215,1855,5
564,101,0,0,0,564,5,215,1498,2
565,125,32,22,0,565,2,88,0,1
566,11,37,17,0,566,7,190,0,6
569,307,46,43,0,569,3,5,0,0
572,161,19,2,0,572,14,251,0,0
573,365,40,260,0,573,10,190,1043,3
575,101,3,0,0,575,14,196,6570,3
577,101,0,0,0,577,79,196,22354,2
578,65,14,7,0,578,2,196,0,1
582,2400,293,692,23,582,4,108,0,1
583,101,0,0,0,583,37,39,0,2
586,101,0,1,0,586,3,251,0,0
588,1034,185,38,0,588,6,61,0,4
589,58,11,4,0,589,6,61,0,0
590,101,1,0,0,590,2,190,242,3
591,101,1,0,0,591,2,200,0,0
593,108,0,3,0,593,3,5,0,1
594,101,1,0,0,594,12,240,273,1
595,146,25,57,0,595,7,223,0,5
596,101,2,0,0,596,0,240,247,7
597,232,12,178,2,597,2,240,0,0
600,165,4,33,0,600,8,30,0,2
603,10647,1225,683,49,603,3,30,0,5
605,108,3,4,0,605,1,88,0,1
606,101,0,0,0,606,11,30,0,0
608,138,18,4,0,608,19,196,1244,9
609,691,113,44,1,609,6,223,0,2
612,1,1,0,0,612,12,144,3981,4
613,101,0,0,0,613,9,30,0,4
614,305,34,7,0,614,22,107,2267,6
615,379,51,163,49,615,2,88,0,3
616,26,6,0,0,616,6,5,0,0
617,101,0,9,0,617,9,5,0,1
618,101,2,0,0,618,15,54,0,6
621,101,1,22,0,621,3,88,0,0
624,121,6,0,0,624,3,59,239,0
626,101,3,0,0,626,5,30,0,3
631,101,1,0,0,631,22,88,4341,0
632,202,38,69,0,632,4,223,0,4
633,101,2,0,0,633,4,59,411,0
634,426,47,8,0,634,7,5,0,0
635,146,3,1,0,635,13,30,0,1
636,1,0,0,0,636,1,88,0,4
637,118,6,25,0,637,4,74,0,0
638,241,13,2,0,638,8,59,771,0
640,101,1,0,0,640,12,0,0,0
641,1,0,0,0,641,4,74,1286,2
642,23,0,0,0,642,1,59,0,0
643,251,31,13,0,643,21,7,1582,2
644,28,16,2,0,644,5,288,0,1
646,111,5,26,1,646,9,302,0,1
647,141,19,14,0,647,-2,25,0,3
648,101,0,0,0,648,13,68,0,7
650,230,42,45,0,650,3,190,0,3
652,158,6,0,0,652,16,9426,16577,12
653,1,4,0,0,653,4,190,0,0
656,2320,203,1273,7,656,61,25,0,1
660,286,37,16,3,660,7,292,510,3
665,58,3,5,0,665,39,327,11200,0
667,406,56,11,0,667,6,88,0,2
668,101,12,2,0,668,4,319,0,0
669,101,1,0,0,669,4,319,0,1
671,101,4,9,0,671,7,302,0,0
672,111,8,1,0,672,21,333,5405,2
676,101,9,0,0,676,2,288,0,0
677,101,0,2,0,677,5,74,0,1
681,101,0,4,0,681,2,279,0,0
682,101,1,0,0,682,6,74,0,3
683,101,1,0,0,683,2,223,0,0
684,186,16,8,0,684,5,81,0,6
685,1,0,0,0,685,-3,327,288,5
686,44152,7357,2156,82,686,8,339,0,1
687,26,0,0,0,687,2,81,0,1
689,101,0,0,0,689,7,0,0,0
691,1,1,0,0,691,8,352,0,0
692,101,0,0,0,692,9,72,332,0
696,2282,182,136,18,696,1,173,0,0
697,176,18,57,2,697,1,367,0,0
700,101,0,0,0,700,4,368,0,0
701,101,0,0,0,701,2,369,0,1
702,424,37,34,2,702,2,0,0,2
703,101,0,0,0,703,3,251,0,0
704,577,64,51,0,704,0,0,0,1
705,121,1,3,0,705,4,0,0,3
706,101,0,0,0,706,8,378,0,2
707,101,57,10,0,707,4,188,0,6
708,101,0,1,0,708,3,25692,0,1
710,101,0,0,0,710,3,196,0,0
711,101,0,0,0,711,7,401,0,5
713,6,3,0,0,713,3,0,0,1
714,101,0,0,0,714,6,0,0,0
715,101,0,0,0,715,2,130,594,0
717,101,0,0,0,717,1,196,0,0
718,101,1,0,0,718,5,25,0,1
720,101,0,0,0,720,18,25,0,4
721,121,3,7,0,721,4,251,0,0
722,113,1,1,0,722,5,25,0,0
723,101,0,0,0,723,7,190,1836,0
724,101,1,0,0,724,9,251,0,0
725,101,0,0,0,725,5,223,644,0
726,185,9,24,0,726,124,223,34780,1
727,101,1,0,0,727,61,223,0,2
728,101,0,0,0,728,32,223,0,2
729,136,10,1,0,729,74,159,0,6
732,151,9,1,0,732,57,251,0,4
733,101,2,0,0,733,3,88,0,4
734,101,8,1,0,734,2,88,0,3
735,101,0,4,0,735,0,56,0,0
736,101,1,0,0,736,3,300,0,0
737,93,3,1,0,737,45,0,0,2
738,131,8,6,0,738,46,188,0,1
739,106,9,2,0,739,94,0,0,3
741,262,20,6,0,741,4,251,0,1
743,235,13,26,0,743,4,210,441,0
744,101,1,0,0,744,115,319,0,6
745,101,1,0,0,745,2,0,0,0
746,101,0,2,0,746,6,319,0,0
747,143,4,3,0,747,5,144,0,0
748,101,0,0,0,748,58,434,0,1
749,292,35,6,0,749,11,339,0,2
751,101,0,0,0,751,4,127,0,1
753,101,34,3,0,753,78,127,0,1
754,101,0,0,0,754,4,223,0,1
755,101,0,0,0,755,36,183,0,1
760,168,13,13,0,760,14,442,0,4
762,48,7,1,0,762,5,214,0,0
764,101,0,1,0,764,12,445,1725,0
765,86,11,0,0,765,8,442,0,1
767,66,9,1,0,767,83,447,0,7
768,101,7,1,0,768,2,0,0,1
770,139,13,61,0,770,6,453,282,0
771,101,1,0,0,771,0,88,0,0
772,101,1,0,0,772,11,5,0,1
774,101,0,1,0,774,7,5,0,0
775,436,24,5,0,775,9,460,1423,0
776,1895,312,225,1,776,2,5,0,0
777,101,0,0,0,777,11,334,0,0
778,311,36,49,0,778,8,447,0,1
779,103,0,1,1,779,8,463,857,5
780,101,0,1,0,780,9,172,0,1
781,566,78,9,1,781,3,22,0,0
782,141,0,5,0,782,3,223,0,0
785,101,1,0,0,785,15,447,0,0
786,101,1,0,0,786,18,460,0,1
787,111,3,2,0,787,3,460,0,1
789,151,11,2,0,789,4,447,0,1
791,123,8,20,0,791,3,447,0,0
793,101,0,0,0,793,0,3807,0,0
795,5606,967,1547,8,795,-3,474,728,2
797,101,1,0,0,797,4,0,0,0
798,101,0,1,0,798,21,476,28339,0
799,103,7,0,0,799,7,447,0,2
800,244,18,15,0,800,1,0,0,0
801,111,6,3,0,801,2,210,0,2
802,101,2,0,0,802,4,196,0,0
803,118,13,0,0,803,2,257,0,0
805,65272,5680,7035,143,805,2,0,551,0
806,111,3,0,0,806,4,59,1793,1
807,123,5,14,0,807,0,196,0,0
808,101,8,27,0,808,6,482,0,2
809,116,6,0,0,809,2,0,0,0
812,628,98,215,2,812,6,223,942,1
813,101,0,2,0,813,57,0,0,4
814,101,0,0,0,814,4,0,0,0
816,101,0,0,0,816,4,56,0,0
819,101,0,0,0,819,3,25,0,0
821,101,1,0,0,821,1,0,0,0
822,101,0,0,0,822,2,247,0,1
823,101,1,0,0,823,-7,25,0,8
825,138,7,1,0,825,22,480,5272,8
826,101,0,0,0,826,4,215,0,0
827,262,22,6,0,827,13,5,0,6
828,101,0,0,0,828,4,334,0,3
829,101,0,0,0,829,3,491,0,0
830,830,174,148,0,830,3,447,0,2
831,101,1,0,0,831,1,494,0,0
833,21,0,0,0,833,8,495,0,1
834,136,45,8,0,834,3,498,3981,3
835,176,12,36,0,835,9,62,0,2
836,101,2,0,0,836,3,334,0,0
838,101,0,6,0,838,2,288,0,0
839,101,1,0,0,839,4,39,0,0
840,259,63,19,1,840,1,288,0,0
842,101,5,24,0,842,5,88,0,2
844,101,1,0,0,844,3,0,0,1
845,597,46,22,0,845,5,8,0,4
846,101,3,0,0,846,1,503,437,1
847,591,67,15,0,847,0,500,123,3
850,193,9,10,0,850,0,88,0,1
851,1075,77,11,1,851,4,8,0,0
852,21,7,0,0,852,2,0,361,0
855,101,2,0,0,855,1,8,0,0
856,51,1,0,0,856,8,506,1655,0
857,101,6,0,0,857,6,482,0,0
858,2834,434,333,24,858,1,485,0,2
861,130,12,2,0,861,3,481,0,0
862,531,90,2,0,862,16,159,0,4
865,101,1,0,0,865,0,401,0,2
866,1,3,0,0,866,55,455,11646,3
867,11,1,0,0,867,3,364,0,0
869,131,3,1,0,869,2,196,0,1
870,257,13,7,0,870,13,520,14181,4
871,101,2,3,0,871,19,520,9102,1
872,128,5,5,0,872,6,159,0,0
873,451,27,0,0,873,1,251,0,0
876,123,8,4,0,876,31,530,0,0
877,101,8,1,0,877,3,531,716,1
878,101,4,0,0,878,38,0,0,6
879,101,0,2,0,879,6,251,0,0
880,88,7,0,0,880,6,223,392,2
881,1118,62,6,2,881,5,34,264,0
882,101,6,5,0,882,4,223,0,0
884,101,3,0,0,884,28,541,1102,0
887,18187,1660,230,4,887,3,213,723,1
890,155,66,23,0,890,2,0,913,1
894,101,0,0,0,894,22,1356,0,3
899,101,0,0,0,899,11,219,860,3
900,1054,87,221,0,900,1,0,0,0
901,101,2,11,0,901,1,11,0,0
902,101,0,0,0,902,2,247,0,1
903,128,14,4,0,903,3,11,0,0
909,171,4,3,0,909,2,364,0,1
911,101,0,0,0,911,3,549,0,1
912,101,0,0,0,912,1,549,0,0
913,262,27,3,0,913,3,59,600,2
914,159,16,7,0,914,3,88,0,0
919,87393,20932,11273,779,919,1,287,0,0
926,101,0,0,0,926,5,287,0,6
927,21,1,0,0,927,17,319,778,0
928,101,0,0,0,928,5,1356,2162,3
929,101,0,0,0,929,0,560,191,4
930,31170,5529,10523,214,930,1,88,0,2
931,101,1,0,0,931,4,561,0,2
932,101,0,0,0,932,3,0,0,0
933,118,0,7,0,933,2,561,0,0
934,101,0,0,0,934,6,511,0,4
935,101,0,0,0,935,1,39,0,1
937,115,1,2,0,937,7,251,0,0
938,171,15,7,0,938,1,0,0,1
939,131,0,0,0,939,3,559,556,2
940,101,1,0,0,940,7,87,0,0
941,101,0,0,0,941,6,251,0,0
942,151,4,0,0,942,15,75,1955,0
944,126,6,2,0,944,1,0,168,5
945,123,9,19,0,945,2,334,0,0
948,101,0,1,0,948,1,287,0,2
952,14,2,0,0,952,3,513,322,2
954,101,2,0,0,954,4,183,0,0
955,101,0,0,0,955,0,175,1267,6
956,218,14,47,1,956,10,25,0,1
957,135,35,1,0,957,0,25,0,2
959,326,19,1,0,959,2,183,0,0
960,101,0,0,0,960,2,88,0,0
961,620,73,86,3,961,10,582,1991,0
962,43,13,1,0,962,10,223,0,1
963,101,0,0,0,963,3,339,0,2
966,1290,137,244,0,966,2,334,0,2
968,108,3,10,0,968,58,1356,0,3
970,101,1,0,0,970,1,247,0,0
971,101,0,0,0,971,10,339,0,3
972,150,9,5,1,972,1,566,0,0
973,101,3,3,0,973,16,223,4214,2
977,423,65,13,0,977,2,210,373,0
978,101,0,1,0,978,3,8,0,0
980,101,1,0,0,980,4,0,3839,7
981,101,1,0,0,981,6,8,0,11
982,101,2,2,0,982,6,6,0,3
983,101,0,0,0,983,2,6,0,1
986,148,8,3,0,986,3,419,0,0
990,147,46,11,0,990,4,3807,0,1
991,143,5,1,0,991,1,603,0,0
993,28,1,3,0,993,6,506,0,2
994,323,65,9,1,994,6,0,0,0
995,196,10,4,0,995,3,0,0,0
996,364,68,10,0,996,13,603,0,0
997,198,25,0,0,997,9,25,0,2
998,101,0,0,0,998,0,3807,0,0
1000,101,2,1,0,1000,4,549,0,0
1001,111,2,2,0,1001,3,608,1036,6
1004,136,6,2,0,1004,10,88,0,6
1005,3679,870,325,0,1005,10,36,0,1
1010,101,1,0,0,1010,8,8,0,0
1011,191,9,0,0,1011,4,378,0,1
